date,home_team,away_team,home_points,away_points,home_moneyline,away_moneyline,spread_close
2020-02-20,Atlanta Hawks,Miami Heat,129,124,200.0,-250.0,6.5
2020-02-20,Philadelphia 76ers,Brooklyn Nets,112,104,-275.0,225.0,-6.5
2020-02-20,Chicago Bulls,Charlotte Hornets,93,103,-190.0,160.0,-4.5
2020-02-20,Sacramento Kings,Memphis Grizzlies,129,125,105.0,-125.0,1.5
2020-02-20,Golden State Warriors,Houston Rockets,105,135,375.0,-500.0,10.0
2020-02-21,Orlando Magic,Dallas Mavericks,106,122,160.0,-190.0,4.5
2020-02-21,Washington Wizards,Cleveland Cavaliers,108,113,-255.0,205.0,-6.5
2020-02-21,New York Knicks,Indiana Pacers,98,106,235.0,-290.0,6.5
2020-02-21,Toronto Raptors,Phoenix Suns,118,101,-380.0,290.0,-8.0
2020-02-21,Minnesota Timberwolves,Boston Celtics,117,127,280.0,-360.0,8.0
2020-02-21,Oklahoma City Thunder,Denver Nuggets,113,101,-130.0,110.0,-1.5
2020-02-21,Utah Jazz,San Antonio Spurs,104,113,-300.0,240.0,-7.0
2020-02-21,Los Angeles Lakers,Memphis Grizzlies,117,105,-650.0,450.0,-10.5
2020-02-21,Portland Trail Blazers,New Orleans Pelicans,115,128,205.0,-255.0,5.5
2020-02-22,LA Clippers,Sacramento Kings,103,112,-450.0,350.0,-9.0
2020-02-22,Charlotte Hornets,Brooklyn Nets,86,115,160.0,-190.0,4.5
2020-02-22,Atlanta Hawks,Dallas Mavericks,111,107,-135.0,115.0,-2.0
2020-02-22,Miami Heat,Cleveland Cavaliers,124,105,-1100.0,700.0,-12.5
2020-02-22,Chicago Bulls,Phoenix Suns,104,112,130.0,-150.0,3.0
2020-02-22,Milwaukee Bucks,Philadelphia 76ers,119,98,-470.0,360.0,-9.5
2020-02-22,Utah Jazz,Houston Rockets,110,120,-130.0,110.0,-2.0
2020-02-23,Los Angeles Lakers,Boston Celtics,114,112,-330.0,260.0,-7.5
2020-02-23,Toronto Raptors,Indiana Pacers,127,81,-210.0,175.0,-5.0
2020-02-23,Denver Nuggets,Minnesota Timberwolves,128,116,-1500.0,850.0,-14.5
2020-02-23,Chicago Bulls,Washington Wizards,126,117,140.0,-160.0,3.5
2020-02-23,Oklahoma City Thunder,San Antonio Spurs,131,103,-220.0,180.0,-5.0
2020-02-23,Golden State Warriors,New Orleans Pelicans,101,115,425.0,-600.0,10.0
2020-02-23,Portland Trail Blazers,Detroit Pistons,107,104,-230.0,185.0,-5.5
2020-02-24,Cleveland Cavaliers,Miami Heat,125,119,215.0,-265.0,6.5
2020-02-24,Philadelphia 76ers,Atlanta Hawks,129,112,-400.0,300.0,-8.5
2020-02-24,Washington Wizards,Milwaukee Bucks,134,137,775.0,-1300.0,13.0
2020-02-24,Brooklyn Nets,Orlando Magic,113,115,-170.0,145.0,-3.5
2020-02-24,Houston Rockets,New York Knicks,123,112,-1000.0,650.0,-12.0
2020-02-24,Dallas Mavericks,Minnesota Timberwolves,139,123,-1200.0,750.0,-13.5
2020-02-24,Utah Jazz,Phoenix Suns,111,131,-400.0,300.0,-8.5
2020-02-24,LA Clippers,Memphis Grizzlies,124,97,-675.0,475.0,-11.0
2020-02-25,Indiana Pacers,Charlotte Hornets,119,80,-800.0,550.0,-11.5
2020-02-25,Toronto Raptors,Milwaukee Bucks,97,108,-110.0,-110.0,0.0
2020-02-25,Chicago Bulls,Oklahoma City Thunder,122,124,280.0,-360.0,8.0
2020-02-25,Denver Nuggets,Detroit Pistons,115,98,-1200.0,750.0,-14.0
2020-02-25,Los Angeles Lakers,New Orleans Pelicans,118,109,-340.0,270.0,-7.5
2020-02-25,Portland Trail Blazers,Boston Celtics,106,118,240.0,-300.0,7.0
2020-02-25,Golden State Warriors,Sacramento Kings,94,112,255.0,-320.0,7.5
2020-02-26,Charlotte Hornets,New York Knicks,107,101,115.0,-135.0,2.0
2020-02-26,Cleveland Cavaliers,Philadelphia 76ers,108,94,275.0,-350.0,7.5
2020-02-26,Washington Wizards,Brooklyn Nets,110,106,105.0,-125.0,1.5
2020-02-26,Atlanta Hawks,Orlando Magic,120,130,120.0,-140.0,2.5
2020-02-26,Miami Heat,Minnesota Timberwolves,126,129,-800.0,550.0,-12.0
2020-02-26,San Antonio Spurs,Dallas Mavericks,103,109,150.0,-180.0,4.0
2020-02-26,Houston Rockets,Memphis Grizzlies,140,112,-800.0,550.0,-12.0
2020-02-26,Phoenix Suns,LA Clippers,92,102,260.0,-330.0,7.5
2020-02-26,Utah Jazz,Boston Celtics,103,114,-220.0,180.0,-5.0
2020-02-27,Philadelphia 76ers,New York Knicks,115,106,-330.0,260.0,-7.5
2020-02-27,Indiana Pacers,Portland Trail Blazers,106,100,-550.0,400.0,-10.0
2020-02-27,Oklahoma City Thunder,Sacramento Kings,112,108,-360.0,280.0,-8.0
2020-02-27,Golden State Warriors,Los Angeles Lakers,86,116,425.0,-600.0,10.0
2020-02-28,Orlando Magic,Minnesota Timberwolves,136,125,-360.0,280.0,-8.0
2020-02-28,Atlanta Hawks,Brooklyn Nets,141,118,120.0,-140.0,2.5
2020-02-28,Toronto Raptors,Charlotte Hornets,96,99,-1400.0,800.0,-13.5
2020-02-28,Miami Heat,Dallas Mavericks,126,118,-145.0,125.0,-2.5
2020-02-28,Memphis Grizzlies,Sacramento Kings,101,104,-135.0,115.0,-2.5
2020-02-28,Milwaukee Bucks,Oklahoma City Thunder,133,86,-650.0,450.0,-10.0
2020-02-28,New Orleans Pelicans,Cleveland Cavaliers,116,104,-1000.0,650.0,-12.5
2020-02-28,Phoenix Suns,Detroit Pistons,111,113,-425.0,325.0,-9.0
2020-02-28,Utah Jazz,Washington Wizards,129,119,-600.0,425.0,-10.0
2020-02-28,LA Clippers,Denver Nuggets,132,103,-275.0,225.0,-7.0
2020-02-29,New York Knicks,Chicago Bulls,125,115,-140.0,120.0,-2.5
2020-02-29,Atlanta Hawks,Portland Trail Blazers,129,117,-130.0,110.0,-2.0
2020-02-29,Miami Heat,Brooklyn Nets,116,113,-330.0,260.0,-7.5
2020-02-29,Cleveland Cavaliers,Indiana Pacers,104,113,350.0,-450.0,9.0
2020-02-29,Memphis Grizzlies,Los Angeles Lakers,105,88,500.0,-700.0,11.0
2020-02-29,Boston Celtics,Houston Rockets,110,111,-110.0,-110.0,0.0
2020-02-29,San Antonio Spurs,Orlando Magic,114,113,-185.0,155.0,-4.5
2020-02-29,Phoenix Suns,Golden State Warriors,99,115,-550.0,400.0,-10.5
2020-03-01,Charlotte Hornets,Milwaukee Bucks,85,93,750.0,-1200.0,13.5
2020-03-01,Minnesota Timberwolves,Dallas Mavericks,91,111,210.0,-260.0,6.0
2020-03-01,LA Clippers,Philadelphia 76ers,136,130,-2000.0,1000.0,-14.5
2020-03-01,Denver Nuggets,Toronto Raptors,133,118,-140.0,120.0,-2.5
2020-03-01,Sacramento Kings,Detroit Pistons,106,100,-550.0,400.0,-10.0
2020-03-01,New Orleans Pelicans,Los Angeles Lakers,114,122,-135.0,115.0,-2.0
2020-03-01,Golden State Warriors,Washington Wizards,110,124,250.0,-310.0,7.0
2020-03-02,Cleveland Cavaliers,Utah Jazz,113,126,450.0,-650.0,10.5
2020-03-02,New York Knicks,Houston Rockets,125,123,425.0,-600.0,10.0
2020-03-02,Orlando Magic,Portland Trail Blazers,107,130,-275.0,225.0,-6.5
2020-03-02,Atlanta Hawks,Memphis Grizzlies,88,127,-140.0,120.0,-2.5
2020-03-02,Miami Heat,Milwaukee Bucks,105,89,175.0,-210.0,5.0
2020-03-02,Chicago Bulls,Dallas Mavericks,109,107,220.0,-270.0,6.5
2020-03-02,San Antonio Spurs,Indiana Pacers,111,116,120.0,-140.0,2.5
2020-03-03,Charlotte Hornets,San Antonio Spurs,103,104,145.0,-170.0,4.0
2020-03-03,Boston Celtics,Brooklyn Nets,120,129,-280.0,230.0,-6.5
2020-03-03,New Orleans Pelicans,Minnesota Timberwolves,134,139,-650.0,450.0,-11.0
2020-03-03,Oklahoma City Thunder,LA Clippers,94,109,170.0,-200.0,4.5
2020-03-03,Denver Nuggets,Golden State Warriors,100,116,-3000.0,1200.0,-16.5
2020-03-03,Phoenix Suns,Toronto Raptors,114,123,145.0,-170.0,4.0
2020-03-03,Los Angeles Lakers,Philadelphia 76ers,120,107,-1000.0,650.0,-12.5
2020-03-03,Sacramento Kings,Washington Wizards,133,126,-240.0,190.0,-5.5
2020-03-04,Cleveland Cavaliers,Boston Celtics,106,112,145.0,-170.0,4.0
2020-03-04,Detroit Pistons,Oklahoma City Thunder,107,114,300.0,-400.0,8.5
2020-03-04,Miami Heat,Orlando Magic,116,113,-300.0,240.0,-6.5
2020-03-04,Brooklyn Nets,Memphis Grizzlies,79,118,-115.0,-105.0,-1.0
2020-03-04,New York Knicks,Utah Jazz,104,112,300.0,-400.0,8.5
2020-03-04,Minnesota Timberwolves,Chicago Bulls,115,108,-130.0,110.0,-2.0
2020-03-04,Dallas Mavericks,New Orleans Pelicans,127,123,-280.0,230.0,-6.5
2020-03-04,Milwaukee Bucks,Indiana Pacers,119,100,-700.0,500.0,-11.5
2020-03-04,Portland Trail Blazers,Washington Wizards,125,104,-360.0,280.0,-8.0
2020-03-05,Charlotte Hornets,Denver Nuggets,112,114,400.0,-550.0,9.5
2020-03-05,Houston Rockets,LA Clippers,105,120,100.0,-120.0,1.0
2020-03-05,Sacramento Kings,Philadelphia 76ers,108,125,-230.0,185.0,-5.5
2020-03-05,Golden State Warriors,Toronto Raptors,113,121,350.0,-450.0,9.0
2020-03-06,Washington Wizards,Atlanta Hawks,118,112,-230.0,185.0,-5.5
2020-03-06,Brooklyn Nets,San Antonio Spurs,139,120,-140.0,120.0,-2.5
2020-03-06,New York Knicks,Oklahoma City Thunder,103,126,200.0,-250.0,6.0
2020-03-06,Boston Celtics,Utah Jazz,94,99,-125.0,105.0,-1.5
2020-03-06,Chicago Bulls,Indiana Pacers,102,108,115.0,-135.0,2.5
2020-03-06,Minnesota Timberwolves,Orlando Magic,118,132,125.0,-145.0,2.5
2020-03-06,New Orleans Pelicans,Miami Heat,110,104,-125.0,105.0,-1.5
2020-03-06,Dallas Mavericks,Memphis Grizzlies,121,96,-310.0,250.0,-7.5
2020-03-06,Phoenix Suns,Portland Trail Blazers,127,117,140.0,-160.0,3.5
2020-03-06,Los Angeles Lakers,Milwaukee Bucks,113,103,-125.0,105.0,-1.5
2020-03-07,Charlotte Hornets,Houston Rockets,108,99,300.0,-400.0,8.0
2020-03-07,Detroit Pistons,Utah Jazz,105,111,300.0,-400.0,8.0
2020-03-07,Cleveland Cavaliers,Denver Nuggets,104,102,400.0,-550.0,9.5
2020-03-07,Memphis Grizzlies,Atlanta Hawks,118,101,-270.0,220.0,-6.0
2020-03-07,Golden State Warriors,Philadelphia 76ers,118,114,145.0,-170.0,3.5
2020-03-07,Portland Trail Blazers,Sacramento Kings,111,123,-130.0,110.0,-2.0
2020-03-08,Brooklyn Nets,Chicago Bulls,110,107,-280.0,230.0,-6.5
2020-03-08,Minnesota Timberwolves,New Orleans Pelicans,107,120,260.0,-330.0,7.0
2020-03-08,LA Clippers,Los Angeles Lakers,103,112,-150.0,130.0,-2.5
2020-03-08,Boston Celtics,Oklahoma City Thunder,104,105,-280.0,230.0,-6.5
2020-03-08,Phoenix Suns,Milwaukee Bucks,140,131,225.0,-275.0,6.5
2020-03-08,Washington Wizards,Miami Heat,89,100,190.0,-240.0,5.5
2020-03-08,Dallas Mavericks,Indiana Pacers,109,112,-275.0,225.0,-6.5
2020-03-08,Houston Rockets,Orlando Magic,106,126,-400.0,300.0,-8.0
2020-03-08,Cleveland Cavaliers,San Antonio Spurs,132,129,160.0,-190.0,4.5
2020-03-08,New York Knicks,Detroit Pistons,96,84,-230.0,185.0,-5.5
2020-03-08,Sacramento Kings,Toronto Raptors,113,118,170.0,-200.0,5.0
2020-03-09,Atlanta Hawks,Charlotte Hornets,143,138,-200.0,170.0,-4.5
2020-03-09,Denver Nuggets,Milwaukee Bucks,109,95,-330.0,260.0,-7.5
2020-03-09,Utah Jazz,Toronto Raptors,92,101,-260.0,210.0,-6.0
2020-03-10,Indiana Pacers,Boston Celtics,111,114,130.0,-150.0,3.0
2020-03-10,Washington Wizards,New York Knicks,122,115,-220.0,180.0,-5.0
2020-03-10,Chicago Bulls,Cleveland Cavaliers,108,103,-180.0,150.0,-4.0
2020-03-10,Houston Rockets,Minnesota Timberwolves,117,111,-900.0,600.0,-12.5
2020-03-10,Memphis Grizzlies,Orlando Magic,115,120,-130.0,110.0,-2.0
2020-03-10,San Antonio Spurs,Dallas Mavericks,119,109,150.0,-180.0,4.0
2020-03-10,Portland Trail Blazers,Phoenix Suns,121,105,-250.0,200.0,-6.0
2020-03-10,Golden State Warriors,LA Clippers,107,131,575.0,-850.0,12.5
2020-03-10,Los Angeles Lakers,Brooklyn Nets,102,104,-1000.0,650.0,-12.0
2020-03-11,Atlanta Hawks,New York Knicks,131,136,-250.0,200.0,-5.5
2020-03-11,Miami Heat,Charlotte Hornets,98,109,-700.0,500.0,-11.0
2020-03-11,Philadelphia 76ers,Detroit Pistons,124,106,-800.0,550.0,-12.0
2020-03-11,Dallas Mavericks,Denver Nuggets,113,97,120.0,-140.0,2.5
2020-07-30,New Orleans Pelicans,Utah Jazz,104,106,,,
2020-07-30,Los Angeles Lakers,LA Clippers,103,101,,,
2020-07-31,Brooklyn Nets,Orlando Magic,118,128,,,
2020-07-31,Portland Trail Blazers,Memphis Grizzlies,140,135,,,
2020-07-31,Washington Wizards,Phoenix Suns,112,125,,,
2020-07-31,Milwaukee Bucks,Boston Celtics,119,112,,,
2020-07-31,San Antonio Spurs,Sacramento Kings,129,120,,,
2020-07-31,Dallas Mavericks,Houston Rockets,149,153,,,
2020-08-01,Denver Nuggets,Miami Heat,105,125,,,
2020-08-01,Oklahoma City Thunder,Utah Jazz,110,94,,,
2020-08-01,LA Clippers,New Orleans Pelicans,126,103,,,
2020-08-01,Indiana Pacers,Philadelphia 76ers,127,121,,,
2020-08-01,Toronto Raptors,Los Angeles Lakers,107,92,,,
2020-08-02,Brooklyn Nets,Washington Wizards,118,110,,,
2020-08-02,Boston Celtics,Portland Trail Blazers,128,124,,,
2020-08-02,Memphis Grizzlies,San Antonio Spurs,106,108,,,
2020-08-02,Orlando Magic,Sacramento Kings,132,116,,,
2020-08-02,Houston Rockets,Milwaukee Bucks,120,116,,,
2020-08-02,Phoenix Suns,Dallas Mavericks,117,115,,,
2020-08-03,Miami Heat,Toronto Raptors,103,107,,,
2020-08-03,Oklahoma City Thunder,Denver Nuggets,113,121,,,
2020-08-03,Washington Wizards,Indiana Pacers,100,111,,,
2020-08-03,New Orleans Pelicans,Memphis Grizzlies,109,99,,,
2020-08-03,Philadelphia 76ers,San Antonio Spurs,132,130,,,
2020-08-03,Utah Jazz,Los Angeles Lakers,108,116,,,
2020-08-04,Milwaukee Bucks,Brooklyn Nets,116,119,,,
2020-08-04,Sacramento Kings,Dallas Mavericks,110,114,,,
2020-08-04,LA Clippers,Phoenix Suns,115,117,,,
2020-08-04,Indiana Pacers,Orlando Magic,120,109,,,
2020-08-04,Miami Heat,Boston Celtics,112,106,,,
2020-08-04,Portland Trail Blazers,Houston Rockets,110,102,,,
2020-08-05,Utah Jazz,Memphis Grizzlies,124,115,,,
2020-08-05,Washington Wizards,Philadelphia 76ers,98,107,,,
2020-08-05,San Antonio Spurs,Denver Nuggets,126,132,,,
2020-08-05,Los Angeles Lakers,Oklahoma City Thunder,86,105,,,
2020-08-05,Orlando Magic,Toronto Raptors,99,109,,,
2020-08-05,Boston Celtics,Brooklyn Nets,149,115,,,
2020-08-06,Sacramento Kings,New Orleans Pelicans,140,125,,,
2020-08-06,Milwaukee Bucks,Miami Heat,130,116,,,
2020-08-06,Phoenix Suns,Indiana Pacers,114,99,,,
2020-08-06,Dallas Mavericks,LA Clippers,111,126,,,
2020-08-06,Denver Nuggets,Portland Trail Blazers,115,125,,,
2020-08-06,Houston Rockets,Los Angeles Lakers,113,97,,,
2020-08-07,San Antonio Spurs,Utah Jazz,119,111,,,
2020-08-07,Memphis Grizzlies,Oklahoma City Thunder,121,92,,,
2020-08-07,Brooklyn Nets,Sacramento Kings,119,106,,,
2020-08-07,Philadelphia 76ers,Orlando Magic,108,101,,,
2020-08-07,New Orleans Pelicans,Washington Wizards,118,107,,,
2020-08-07,Toronto Raptors,Boston Celtics,100,122,,,
2020-08-08,Portland Trail Blazers,LA Clippers,117,122,,,
2020-08-08,Denver Nuggets,Utah Jazz,134,132,,,
2020-08-08,Indiana Pacers,Los Angeles Lakers,116,111,,,
2020-08-08,Miami Heat,Phoenix Suns,112,119,,,
2020-08-08,Dallas Mavericks,Milwaukee Bucks,136,132,,,
2020-08-09,Oklahoma City Thunder,Washington Wizards,121,103,,,
2020-08-09,Toronto Raptors,Memphis Grizzlies,108,99,,,
2020-08-09,New Orleans Pelicans,San Antonio Spurs,113,122,,,
2020-08-09,Boston Celtics,Orlando Magic,122,119,,,
2020-08-09,Portland Trail Blazers,Philadelphia 76ers,124,121,,,
2020-08-09,Sacramento Kings,Houston Rockets,112,129,,,
2020-08-09,LA Clippers,Brooklyn Nets,120,129,,,
2020-08-10,Phoenix Suns,Oklahoma City Thunder,128,101,,,
2020-08-10,Utah Jazz,Dallas Mavericks,114,122,,,
2020-08-10,Milwaukee Bucks,Toronto Raptors,106,114,,,
2020-08-10,Miami Heat,Indiana Pacers,114,92,,,
2020-08-10,Los Angeles Lakers,Denver Nuggets,124,121,,,
2020-08-11,Orlando Magic,Brooklyn Nets,96,108,,,
2020-08-11,San Antonio Spurs,Houston Rockets,123,105,,,
2020-08-11,Philadelphia 76ers,Phoenix Suns,117,130,,,
2020-08-11,Dallas Mavericks,Portland Trail Blazers,131,134,,,
2020-08-11,Memphis Grizzlies,Boston Celtics,107,122,,,
2020-08-11,Sacramento Kings,New Orleans Pelicans,112,106,,,
2020-08-11,Washington Wizards,Milwaukee Bucks,113,126,,,
2020-08-12,Houston Rockets,Indiana Pacers,104,108,,,
2020-08-12,Philadelphia 76ers,Toronto Raptors,121,125,,,
2020-08-12,Oklahoma City Thunder,Miami Heat,116,115,,,
2020-08-12,Denver Nuggets,LA Clippers,111,124,,,
2020-08-13,Boston Celtics,Washington Wizards,90,96,,,
2020-08-13,Brooklyn Nets,Portland Trail Blazers,133,134,,,
2020-08-13,Los Angeles Lakers,Sacramento Kings,122,136,,,
2020-08-13,Memphis Grizzlies,Milwaukee Bucks,119,106,,,
2020-08-13,Orlando Magic,New Orleans Pelicans,133,127,,,
2020-08-13,Phoenix Suns,Dallas Mavericks,128,102,,,
2020-08-13,Utah Jazz,San Antonio Spurs,118,112,,,
2020-08-14,Houston Rockets,Philadelphia 76ers,96,134,,,
2020-08-14,Indiana Pacers,Miami Heat,109,92,,,
2020-08-14,LA Clippers,Oklahoma City Thunder,107,103,,,
2020-08-14,Toronto Raptors,Denver Nuggets,117,109,,,
2020-12-22,Brooklyn Nets,Golden State Warriors,125,99,-320.0,265.0,-7.5
2020-12-22,Los Angeles Lakers,LA Clippers,109,116,-135.0,115.0,-2.0
2020-12-23,Boston Celtics,Milwaukee Bucks,122,121,170.0,-190.0,4.5
2020-12-23,Phoenix Suns,Dallas Mavericks,106,102,-120.0,100.0,-1.5
2020-12-25,Miami Heat,New Orleans Pelicans,111,98,-150.0,130.0,-3.0
2020-12-25,Milwaukee Bucks,Golden State Warriors,138,99,-600.0,450.0,-10.0
2020-12-25,Boston Celtics,Brooklyn Nets,95,123,125.0,-145.0,3.0
2020-12-25,Los Angeles Lakers,Dallas Mavericks,138,115,-265.0,225.0,-6.0
2020-12-25,Denver Nuggets,LA Clippers,108,121,140.0,-160.0,3.5
2020-12-23,Cleveland Cavaliers,Charlotte Hornets,121,114,120.0,-140.0,3.0
2020-12-23,Indiana Pacers,New York Knicks,121,107,-330.0,270.0,-7.5
2020-12-23,Orlando Magic,Miami Heat,113,107,170.0,-190.0,4.5
2020-12-23,Philadelphia 76ers,Washington Wizards,113,107,-300.0,250.0,-7.0
2020-12-23,Toronto Raptors,New Orleans Pelicans,99,113,-170.0,150.0,-3.5
2020-12-23,Chicago Bulls,Atlanta Hawks,104,124,110.0,-130.0,2.0
2021-03-21,Houston Rockets,Oklahoma City Thunder,112,114,-200.0,175.0,-5.0
2020-12-23,Memphis Grizzlies,San Antonio Spurs,119,131,-130.0,110.0,-2.0
2020-12-23,Minnesota Timberwolves,Detroit Pistons,111,101,-220.0,190.0,-5.5
2020-12-23,Denver Nuggets,Sacramento Kings,122,124,-310.0,260.0,-7.5
2020-12-23,Portland Trail Blazers,Utah Jazz,100,120,110.0,-130.0,1.5
2020-12-26,Memphis Grizzlies,Atlanta Hawks,112,122,-140.0,120.0,-2.5
2020-12-26,Charlotte Hornets,Oklahoma City Thunder,107,109,-145.0,125.0,-3.0
2020-12-26,Detroit Pistons,Cleveland Cavaliers,119,128,-110.0,-110.0,0.0
2020-12-26,Washington Wizards,Orlando Magic,120,130,-130.0,110.0,-1.5
2020-12-26,New York Knicks,Philadelphia 76ers,89,109,300.0,-360.0,8.0
2020-12-26,Chicago Bulls,Indiana Pacers,106,125,200.0,-240.0,6.0
2020-12-26,San Antonio Spurs,Toronto Raptors,119,114,125.0,-145.0,2.5
2020-12-26,Utah Jazz,Minnesota Timberwolves,111,116,-450.0,375.0,-9.5
2020-12-26,Portland Trail Blazers,Houston Rockets,128,126,-360.0,300.0,-7.5
2020-12-26,Sacramento Kings,Phoenix Suns,106,103,140.0,-160.0,3.5
2020-12-27,LA Clippers,Dallas Mavericks,73,124,-160.0,140.0,-3.0
2020-12-27,Charlotte Hornets,Brooklyn Nets,106,104,450.0,-600.0,11.5
2020-12-27,Washington Wizards,Orlando Magic,113,120,110.0,-130.0,2.0
2020-12-27,New Orleans Pelicans,San Antonio Spurs,98,95,-190.0,170.0,-5.0
2020-12-27,Cleveland Cavaliers,Philadelphia 76ers,118,94,200.0,-240.0,6.0
2020-12-27,New York Knicks,Milwaukee Bucks,130,110,750.0,-1200.0,13.0
2020-12-27,Indiana Pacers,Boston Celtics,108,107,115.0,-135.0,3.0
2020-12-27,Chicago Bulls,Golden State Warriors,128,129,145.0,-165.0,3.5
2020-12-27,Sacramento Kings,Phoenix Suns,100,116,140.0,-160.0,3.0
2020-12-27,Los Angeles Lakers,Minnesota Timberwolves,127,91,-500.0,400.0,-10.5
2020-12-28,Atlanta Hawks,Detroit Pistons,128,120,-500.0,400.0,-10.5
2020-12-28,Brooklyn Nets,Memphis Grizzlies,111,116,105.0,-125.0,1.5
2020-12-28,Oklahoma City Thunder,Utah Jazz,109,110,330.0,-400.0,9.0
2020-12-28,Denver Nuggets,Houston Rockets,124,111,-265.0,225.0,-6.5
2020-12-28,Los Angeles Lakers,Portland Trail Blazers,107,115,-230.0,195.0,-6.0
2020-12-29,Cleveland Cavaliers,New York Knicks,86,95,-160.0,140.0,-3.5
2020-12-29,Detroit Pistons,Golden State Warriors,106,116,150.0,-170.0,4.5
2020-12-29,Indiana Pacers,Boston Celtics,111,116,-115.0,-105.0,-1.0
2020-12-29,Philadelphia 76ers,Toronto Raptors,100,93,-125.0,105.0,-1.5
2020-12-29,Washington Wizards,Chicago Bulls,107,115,-250.0,210.0,-6.5
2020-12-29,Miami Heat,Milwaukee Bucks,97,144,200.0,-240.0,6.0
2020-12-29,Oklahoma City Thunder,Orlando Magic,107,118,210.0,-250.0,6.5
2020-12-29,Phoenix Suns,New Orleans Pelicans,111,86,-125.0,105.0,-1.5
2020-12-29,LA Clippers,Minnesota Timberwolves,124,101,-650.0,475.0,-10.5
2020-12-29,Sacramento Kings,Denver Nuggets,125,115,-110.0,-110.0,0.0
2020-12-30,Boston Celtics,Memphis Grizzlies,126,107,-285.0,245.0,-7.0
2020-12-30,Brooklyn Nets,Atlanta Hawks,145,141,-230.0,195.0,-5.5
2020-12-30,Miami Heat,Milwaukee Bucks,119,108,220.0,-260.0,6.5
2020-12-30,Dallas Mavericks,Charlotte Hornets,99,118,-360.0,300.0,-8.0
2020-12-30,San Antonio Spurs,Los Angeles Lakers,107,121,260.0,-310.0,7.5
2020-12-30,LA Clippers,Portland Trail Blazers,128,105,-220.0,190.0,-6.0
2020-12-31,Indiana Pacers,Cleveland Cavaliers,119,99,-330.0,270.0,-8.0
2020-12-31,Washington Wizards,Chicago Bulls,130,133,-300.0,250.0,-7.5
2020-12-31,Orlando Magic,Philadelphia 76ers,92,116,155.0,-175.0,4.0
2020-12-31,Houston Rockets,Sacramento Kings,122,119,-210.0,180.0,-5.5
2020-12-31,Toronto Raptors,New York Knicks,100,83,-360.0,300.0,-8.5
2020-12-31,Oklahoma City Thunder,New Orleans Pelicans,80,113,175.0,-200.0,5.5
2020-12-31,Utah Jazz,Phoenix Suns,95,106,-170.0,150.0,-4.0
2021-01-01,Charlotte Hornets,Memphis Grizzlies,93,108,-180.0,160.0,-4.0
2021-01-01,Detroit Pistons,Boston Celtics,96,93,310.0,-370.0,8.5
2021-01-01,Dallas Mavericks,Miami Heat,93,83,-105.0,-115.0,1.5
2021-01-01,Brooklyn Nets,Atlanta Hawks,96,114,-250.0,210.0,-6.0
2021-01-01,Milwaukee Bucks,Chicago Bulls,126,96,-1500.0,850.0,-14.5
2021-01-01,Minnesota Timberwolves,Washington Wizards,109,130,-110.0,-110.0,0.0
2021-01-01,San Antonio Spurs,Los Angeles Lakers,103,109,280.0,-340.0,7.5
2021-01-01,Denver Nuggets,Phoenix Suns,103,106,-160.0,140.0,-3.5
2021-01-01,Utah Jazz,LA Clippers,106,100,140.0,-160.0,3.0
2021-01-01,Golden State Warriors,Portland Trail Blazers,98,123,130.0,-150.0,3.5
2021-01-02,Houston Rockets,Sacramento Kings,102,94,110.0,-130.0,2.0
2021-01-02,Indiana Pacers,New York Knicks,102,106,-450.0,375.0,-9.5
2021-01-02,Orlando Magic,Oklahoma City Thunder,99,108,-175.0,155.0,-4.5
2021-01-02,Philadelphia 76ers,Charlotte Hornets,127,112,-500.0,400.0,-10.0
2021-01-02,Atlanta Hawks,Cleveland Cavaliers,91,96,-240.0,200.0,-5.5
2021-01-02,New Orleans Pelicans,Toronto Raptors,120,116,-105.0,-115.0,1.0
2021-01-03,Detroit Pistons,Boston Celtics,120,122,300.0,-360.0,8.0
2021-01-03,Brooklyn Nets,Washington Wizards,122,123,-330.0,270.0,-7.5
2021-01-03,Memphis Grizzlies,Los Angeles Lakers,94,108,400.0,-500.0,10.0
2021-01-03,Minnesota Timberwolves,Denver Nuggets,109,124,300.0,-360.0,8.5
2021-01-03,San Antonio Spurs,Utah Jazz,109,130,190.0,-220.0,5.5
2021-01-03,Chicago Bulls,Dallas Mavericks,118,108,150.0,-170.0,4.0
2021-01-03,Phoenix Suns,LA Clippers,107,112,130.0,-150.0,3.5
2021-01-03,Golden State Warriors,Portland Trail Blazers,137,122,170.0,-190.0,4.5
2021-01-04,Orlando Magic,Cleveland Cavaliers,103,83,-220.0,190.0,-6.0
2021-01-04,Philadelphia 76ers,Charlotte Hornets,118,101,-350.0,290.0,-8.0
2021-01-04,Atlanta Hawks,New York Knicks,108,113,-300.0,250.0,-7.0
2021-01-04,Miami Heat,Oklahoma City Thunder,118,90,-420.0,350.0,-9.0
2021-01-04,Toronto Raptors,Boston Celtics,114,126,-240.0,200.0,-6.0
2021-01-04,Houston Rockets,Dallas Mavericks,100,113,-170.0,150.0,-4.0
2021-01-04,Milwaukee Bucks,Detroit Pistons,125,115,-2500.0,1100.0,-16.0
2021-01-04,New Orleans Pelicans,Indiana Pacers,116,118,-125.0,105.0,-1.5
2021-01-04,Golden State Warriors,Sacramento Kings,137,106,105.0,-125.0,1.5
